統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10401,宜蘭縣宜蘭市,七張里,522,1751,926,825,8,9,5,6,9,11,4,7,4,7,9,9,6,7,13,10,18,15,13,13,10,10,14,10,10,14,11,7,9,13,10,3,8,10,13,12,16,10,12,12,18,13,17,11,14,17,16,6,13,13,16,6,17,14,7,6,16,12,11,15,22,14,17,16,15,14,12,15,12,14,16,7,14,12,11,7,10,14,11,12,8,9,15,10,12,14,12,16,9,11,16,9,16,14,20,18,15,11,12,12,16,9,10,8,20,13,17,12,14,12,13,9,13,11,11,9,12,8,7,6,10,9,9,10,8,11,14,7,10,7,11,5,6,6,4,5,4,3,6,1,4,8,4,9,3,3,6,4,9,5,9,8,4,4,5,10,5,4,7,6,7,10,2,4,6,4,5,3,1,5,2,2,1,4,2,5,0,0,2,4,0,1,1,2,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,
10401,宜蘭縣宜蘭市,七結里,1130,3191,1475,1716,8,15,7,9,16,13,15,19,9,13,23,16,21,14,8,20,33,30,21,19,20,34,25,24,30,26,26,23,37,43,24,20,28,23,27,27,24,29,26,19,22,20,19,32,18,22,36,27,26,19,22,17,24,24,24,16,20,23,31,22,11,25,20,24,23,23,16,31,32,30,22,34,24,15,17,28,19,30,21,29,20,39,16,32,20,33,26,26,23,47,26,33,25,24,23,23,19,24,20,26,26,21,25,22,15,33,16,26,17,27,14,29,19,24,17,21,18,16,15,26,16,19,16,20,14,24,15,14,10,11,10,18,10,18,4,12,9,5,6,8,6,7,8,12,8,7,5,11,9,4,5,4,7,2,5,4,5,7,3,5,1,5,3,3,1,2,6,3,3,3,3,1,5,3,1,1,1,0,2,0,0,1,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,中山里,478,1082,556,526,4,4,0,2,6,3,2,1,3,2,3,6,3,2,4,4,2,1,3,1,2,1,1,3,3,1,2,2,4,3,3,2,9,3,7,0,4,3,8,8,10,8,5,10,14,4,6,9,8,7,8,3,4,8,3,2,7,7,5,11,9,6,9,8,11,8,5,7,9,8,7,5,11,6,8,6,10,8,2,5,9,8,11,7,10,7,5,6,13,7,8,8,6,11,7,6,10,7,7,10,7,4,7,10,9,7,13,15,15,7,12,8,12,8,5,7,14,11,5,4,14,12,14,8,8,10,11,11,6,4,8,5,2,8,3,6,1,3,3,7,3,4,4,6,5,6,2,6,4,7,6,4,7,8,6,8,4,8,9,4,3,2,4,2,2,4,5,5,1,4,1,2,2,2,2,3,3,4,2,5,1,1,1,3,0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,
10401,宜蘭縣宜蘭市,中興里,1238,3475,1668,1807,17,10,15,12,8,15,14,16,11,9,14,19,12,13,15,16,17,19,20,12,20,15,18,20,21,24,21,19,16,20,11,29,19,18,26,24,25,30,22,21,24,25,21,26,23,25,29,26,47,19,26,29,35,25,23,37,30,29,27,29,26,27,32,21,37,21,29,28,28,25,26,31,31,31,29,26,23,29,21,31,25,23,26,29,19,21,29,26,22,27,21,30,35,32,22,20,31,23,20,30,31,30,26,21,23,30,32,37,33,33,23,27,22,40,18,26,20,31,22,40,22,20,14,22,23,24,19,21,15,12,12,17,12,17,7,14,8,13,7,14,7,9,7,15,10,15,6,14,7,12,10,12,5,12,7,6,3,8,6,5,4,9,5,6,2,6,8,4,4,0,7,4,3,3,4,1,3,2,3,3,3,3,2,1,1,2,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,凱旋里,474,1484,771,713,4,5,5,5,3,4,9,1,3,6,3,8,6,6,7,8,13,6,7,10,2,11,7,9,10,11,8,14,9,12,14,6,9,11,14,14,20,14,15,7,13,11,16,14,12,16,13,10,16,9,6,7,14,15,9,6,9,4,15,5,10,14,13,6,15,5,15,14,6,14,9,7,12,14,9,8,12,10,5,12,9,9,14,12,12,18,14,8,15,13,13,10,15,10,14,18,8,10,19,12,10,11,16,8,14,7,13,9,21,11,8,15,12,11,10,14,10,5,10,8,8,6,10,7,8,6,7,2,5,6,4,6,6,3,4,7,2,3,1,5,4,4,3,4,6,8,4,4,6,3,4,6,5,4,3,3,4,8,2,4,6,2,3,3,1,2,3,1,3,2,0,3,3,2,1,5,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,北津里,917,2585,1270,1315,12,5,6,7,12,7,10,8,13,5,9,10,13,12,6,8,12,9,4,13,11,8,8,6,14,10,12,11,16,16,15,17,23,12,21,15,19,23,13,30,21,24,25,24,28,29,19,19,21,19,15,19,25,16,19,16,22,21,20,16,17,25,27,29,33,25,33,25,21,17,29,15,30,22,26,19,26,18,18,27,9,15,20,22,18,14,17,15,11,11,11,26,12,11,16,26,24,20,19,25,27,25,20,20,21,23,23,19,18,18,22,29,13,29,13,21,14,20,15,25,19,20,17,21,19,28,12,22,11,10,10,16,10,8,9,8,9,4,7,7,6,5,6,9,7,7,6,12,10,12,5,9,5,6,4,6,4,3,0,1,0,3,5,5,4,3,3,4,3,6,2,2,5,0,1,3,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
10401,宜蘭縣宜蘭市,北門里,500,1378,707,671,2,5,0,4,5,3,4,1,9,5,5,2,3,3,4,6,5,5,3,4,9,4,7,4,4,3,6,3,7,4,7,9,8,6,13,8,8,6,7,9,10,6,11,13,7,11,9,8,13,13,8,9,15,7,15,8,20,12,13,10,13,11,10,13,13,12,8,10,9,14,8,5,13,11,14,6,12,10,15,7,8,8,9,10,12,10,7,14,9,10,10,8,9,7,12,10,15,13,1,8,11,15,14,17,11,11,10,7,17,12,12,8,13,15,8,11,12,7,11,12,9,11,8,11,12,10,9,8,8,6,4,7,5,4,4,4,0,6,3,5,5,5,8,7,8,6,3,4,9,5,5,7,7,5,4,7,4,4,4,7,2,7,5,7,4,6,2,1,3,5,3,1,2,3,0,1,0,2,0,3,1,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
10401,宜蘭縣宜蘭市,南橋里,452,1396,725,671,5,5,5,8,2,3,7,12,7,1,5,4,3,2,10,5,6,7,4,10,13,9,6,10,12,6,14,6,12,8,9,7,5,4,12,5,13,8,11,15,15,9,8,7,13,11,13,7,7,20,10,10,13,14,8,9,6,9,7,7,8,10,9,11,12,11,8,11,12,15,10,8,12,6,10,9,8,12,7,12,11,9,12,11,6,8,13,13,9,8,9,9,15,6,18,9,12,8,7,17,11,15,13,10,13,9,15,9,9,11,15,6,9,12,7,13,16,14,5,5,8,7,10,3,9,9,9,8,10,2,4,3,6,8,4,5,6,5,4,1,3,8,4,5,2,7,8,1,6,9,9,7,5,4,6,1,4,3,5,2,1,9,3,4,1,3,2,3,2,0,5,1,1,2,3,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,
10401,宜蘭縣宜蘭市,南津里,1014,2428,1172,1256,8,4,7,11,7,11,9,10,11,8,9,16,18,16,14,17,12,17,11,17,15,20,20,15,20,19,18,20,19,14,15,10,7,10,18,19,15,7,15,20,17,9,16,15,16,17,15,12,8,8,10,10,11,12,10,7,8,7,7,12,13,12,17,13,12,18,13,16,12,10,11,22,21,18,11,12,18,21,22,34,22,17,23,17,19,19,25,30,18,22,14,18,17,21,22,17,25,16,23,14,18,22,21,11,21,16,22,15,17,17,12,13,20,18,14,18,12,10,15,15,20,13,20,15,12,17,10,16,9,8,9,15,4,17,5,3,6,7,7,3,6,11,6,12,6,13,4,16,6,18,9,17,5,8,5,18,6,14,3,8,4,13,8,9,5,6,8,8,15,12,4,11,11,6,11,6,8,5,7,4,5,2,2,1,6,4,0,2,1,0,3,3,0,2,0,1,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,南門里,682,1830,901,929,8,7,5,6,13,3,8,13,9,9,8,6,14,11,17,11,8,8,13,13,11,7,12,6,10,10,9,11,15,11,18,9,9,12,20,10,13,16,12,7,11,10,12,12,15,8,12,8,14,10,10,16,8,15,9,15,7,9,12,10,12,9,10,19,10,13,16,25,19,16,19,22,12,12,10,14,15,17,8,10,16,17,13,11,8,12,6,14,13,11,16,17,8,18,16,13,10,15,8,9,11,11,17,12,7,10,17,13,13,14,10,16,10,12,18,15,12,12,11,17,13,12,7,19,10,6,11,14,11,13,14,17,8,4,12,9,6,3,4,8,4,3,8,6,9,8,6,10,5,12,6,8,2,7,3,5,3,2,7,1,2,3,7,6,2,2,6,7,6,4,2,6,3,1,3,2,1,4,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,
10401,宜蘭縣宜蘭市,大新里,386,952,463,489,4,5,1,2,0,5,4,2,6,2,9,2,3,3,6,4,5,4,6,2,2,5,3,4,3,3,3,7,6,4,3,8,3,5,4,4,5,4,3,9,3,6,12,5,8,8,3,8,6,9,5,4,6,10,5,2,6,3,9,3,3,5,5,6,4,6,6,4,6,7,6,8,4,4,2,4,7,10,7,1,10,9,9,6,6,7,9,7,6,14,6,11,8,10,7,8,5,5,7,8,4,4,11,11,6,2,9,6,9,5,7,8,8,9,11,3,5,3,8,9,11,5,4,4,12,6,3,4,5,5,5,14,4,8,7,0,6,3,2,6,3,7,5,8,4,6,3,10,5,5,2,3,4,2,5,7,7,2,3,4,1,4,4,6,0,1,2,3,4,7,3,5,0,3,1,3,1,0,1,2,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,
10401,宜蘭縣宜蘭市,孝廉里,525,1384,731,653,6,4,7,4,4,2,6,3,4,2,4,3,2,3,7,4,6,9,4,11,5,5,5,3,7,3,8,4,9,10,4,5,9,7,4,11,6,11,10,5,9,8,8,10,12,7,12,4,13,6,8,14,15,4,15,14,13,9,4,2,10,11,11,6,9,8,11,14,12,10,11,10,10,14,8,5,15,9,16,12,13,10,7,9,8,6,12,6,11,14,19,9,16,10,8,8,11,11,14,9,10,6,9,8,13,12,12,4,10,9,11,9,8,8,8,9,12,12,13,14,9,13,11,8,14,5,6,3,10,12,9,13,6,5,3,3,5,6,4,6,5,5,10,8,7,8,5,10,7,5,6,5,2,8,4,4,4,6,1,10,5,4,7,5,2,6,4,4,4,6,4,2,4,5,3,2,1,0,1,2,0,0,0,2,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,小東里,651,1717,872,845,4,2,7,4,4,6,9,1,6,5,4,3,6,3,2,4,3,8,4,11,10,2,6,8,6,7,7,4,9,5,7,3,5,8,14,5,8,7,6,6,13,8,15,15,18,11,16,15,15,12,14,11,17,16,14,9,7,8,10,12,23,14,11,17,19,15,15,19,15,4,15,11,10,13,16,11,15,17,16,18,18,9,11,6,10,11,12,6,9,17,17,10,10,9,10,10,14,10,18,14,11,16,14,18,9,10,16,17,11,9,17,18,17,14,8,16,12,7,10,17,13,21,9,12,11,10,9,20,17,8,13,10,7,9,4,8,8,9,3,3,9,14,9,11,6,7,2,12,12,7,13,11,7,12,5,9,3,6,4,5,5,7,8,5,3,9,6,1,1,3,3,1,1,2,4,2,1,2,1,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,延平里,1325,3894,1855,2039,12,18,13,13,11,19,23,28,12,14,28,19,21,22,27,24,34,25,24,30,26,20,30,28,28,34,33,36,34,32,45,37,16,28,44,42,38,35,41,29,25,25,31,38,34,26,25,25,38,29,38,25,19,25,28,21,28,25,22,19,22,22,28,36,24,32,28,32,22,30,22,46,28,44,25,34,35,35,24,49,24,52,33,40,32,35,41,26,37,56,34,29,33,43,32,30,21,32,26,34,34,27,27,34,37,40,28,34,26,25,19,19,24,26,29,21,12,17,20,13,7,16,16,21,14,13,13,18,5,12,10,14,11,8,5,12,7,9,4,6,12,9,7,5,10,8,7,13,11,11,8,13,3,8,6,7,4,4,2,11,6,6,5,2,3,3,3,3,5,8,1,5,2,2,3,1,2,3,3,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
10401,宜蘭縣宜蘭市,建業里,679,1973,1012,961,12,5,12,7,12,13,10,8,6,8,9,13,12,11,13,14,5,11,7,7,18,7,11,12,15,17,19,9,14,17,23,16,12,14,21,12,12,12,12,17,12,10,11,14,6,11,20,17,14,10,12,17,14,20,12,12,11,10,16,9,19,18,16,13,15,11,14,11,13,10,17,13,19,19,19,11,10,12,10,21,14,13,14,23,17,14,15,14,16,15,18,17,13,17,19,19,16,21,10,15,13,16,25,11,13,14,14,17,13,18,17,10,11,11,13,14,16,10,12,11,12,12,13,5,7,12,13,14,8,6,13,8,5,6,9,10,7,4,3,7,4,6,9,9,6,5,6,5,12,5,8,4,7,3,6,3,5,5,2,7,4,3,4,4,0,4,1,4,2,3,6,0,4,0,0,0,1,2,0,3,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,建軍里,755,2115,979,1136,6,8,10,9,6,7,8,6,4,10,12,8,8,18,14,6,9,14,11,10,12,16,19,15,21,22,9,14,23,16,18,14,15,10,21,24,19,17,19,16,24,15,23,19,15,17,17,21,16,15,14,18,11,15,19,20,12,11,16,19,16,22,15,22,17,20,8,14,17,13,12,10,17,18,14,18,15,9,9,12,9,20,10,14,11,20,9,14,13,24,15,17,19,23,16,22,11,12,18,18,12,13,14,22,12,19,14,19,13,26,8,21,18,17,6,17,12,15,16,18,13,11,12,15,10,14,12,13,12,13,9,8,5,14,8,6,5,4,4,7,7,5,3,6,0,8,5,6,6,5,8,5,4,4,3,3,4,3,4,2,2,4,0,3,2,0,0,3,0,5,3,1,3,0,0,1,2,1,1,3,3,1,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,
10401,宜蘭縣宜蘭市,復興里,1387,3341,1588,1753,6,4,10,4,10,6,11,7,6,8,8,10,7,16,17,11,7,13,16,13,20,16,26,14,17,16,28,20,28,23,15,28,18,28,27,15,27,20,25,21,29,16,30,19,30,30,27,25,16,32,19,25,26,15,18,22,23,26,29,19,20,31,28,30,29,25,24,26,21,21,22,23,26,32,19,30,32,33,24,26,21,25,23,29,21,22,15,17,19,31,29,26,27,25,27,27,20,27,22,22,32,30,20,21,14,29,22,25,15,29,22,17,20,22,18,24,27,21,19,27,28,33,21,26,15,22,24,25,13,19,16,19,13,25,7,24,15,14,10,15,9,14,11,21,15,14,7,23,14,19,11,14,7,12,13,16,7,11,3,10,8,12,9,8,8,10,4,8,10,5,11,4,3,4,5,4,3,5,3,9,1,4,2,3,1,0,3,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,
