統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10401,花蓮縣花蓮市,主信里,311,765,354,411,2,2,4,4,4,4,9,6,3,4,8,1,2,6,3,5,4,4,8,4,1,3,5,5,2,8,10,7,3,7,4,5,4,7,4,4,5,2,6,3,4,6,5,3,4,3,5,5,4,2,4,3,5,1,1,2,5,5,2,8,7,7,7,8,5,11,8,8,6,9,8,7,4,6,2,9,5,6,1,3,1,6,3,5,7,7,7,7,6,3,4,5,4,7,4,5,2,10,7,6,3,4,2,9,3,6,7,6,4,5,4,7,3,3,2,4,7,10,10,5,5,4,4,4,4,4,8,7,7,5,1,5,5,5,3,5,4,1,4,6,3,3,3,1,4,1,1,5,5,3,2,2,4,2,2,1,0,1,1,4,2,3,1,2,0,4,0,2,0,1,1,2,2,3,0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10401,花蓮縣花蓮市,主力里,1300,3370,1610,1760,12,5,16,9,14,9,9,13,5,14,16,12,24,11,14,27,25,16,25,25,26,25,35,19,20,21,20,29,33,24,19,26,28,12,29,35,23,15,23,17,28,24,29,24,31,12,24,22,18,25,25,16,20,23,24,16,13,12,23,25,24,26,21,23,17,26,33,23,25,22,34,36,26,26,21,27,28,40,18,38,18,31,18,24,18,37,20,27,13,34,19,28,14,30,23,22,24,28,28,19,20,29,14,27,23,17,22,28,21,29,17,26,22,23,12,23,22,33,23,31,22,24,25,19,23,31,23,27,23,23,14,23,19,10,12,17,7,10,8,11,12,15,10,12,14,11,11,14,9,17,13,13,6,10,6,10,6,10,7,9,5,8,5,3,6,6,10,10,3,2,2,2,4,3,6,3,4,4,1,0,1,3,1,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
10401,花蓮縣花蓮市,主勤里,433,1167,564,603,2,4,2,5,3,5,7,2,6,5,8,5,6,7,4,10,7,9,14,11,6,9,11,13,9,9,15,9,10,12,10,12,11,6,10,7,5,7,13,4,7,5,8,8,8,5,8,7,2,1,6,8,5,8,3,8,5,2,10,5,4,5,7,6,12,7,8,12,7,7,9,14,10,10,8,13,7,10,8,8,6,14,5,14,8,11,9,12,10,7,11,9,8,12,5,9,6,7,8,7,6,6,3,3,7,12,9,4,6,6,6,7,8,11,4,12,9,8,10,5,12,3,6,7,4,7,4,7,10,10,5,9,8,5,11,5,6,4,1,5,5,4,4,3,6,8,3,2,3,4,2,7,2,5,5,3,2,2,5,4,0,1,2,5,1,0,1,4,2,4,3,0,2,2,0,0,1,4,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
10401,花蓮縣花蓮市,主和里,1402,3849,1894,1955,12,11,14,15,16,16,18,13,23,16,22,16,21,17,24,23,31,21,28,19,31,23,38,34,23,33,35,25,41,33,22,20,28,16,30,19,31,24,24,26,29,21,30,23,20,31,21,21,18,20,28,15,25,21,25,20,26,20,25,24,26,36,29,17,36,24,30,35,23,30,24,38,37,44,20,34,27,34,16,33,32,36,21,33,25,36,31,24,32,32,25,30,38,23,32,20,22,25,24,26,19,33,23,24,21,28,32,27,25,30,26,32,30,23,22,22,28,24,27,33,25,33,22,36,21,32,18,18,22,26,21,29,11,18,13,17,17,11,11,21,11,12,12,16,11,17,9,14,12,12,8,20,7,12,14,9,5,11,7,10,7,9,7,8,4,11,6,6,6,8,4,1,7,1,3,0,1,6,1,2,2,1,2,2,0,0,2,0,2,0,1,2,0,0,0,0,0,1,0,0,0,1,
10401,花蓮縣花蓮市,主商里,311,865,409,456,0,7,2,2,6,11,6,3,5,3,3,1,4,6,7,10,8,7,10,2,9,13,17,11,15,14,10,4,8,11,8,8,3,3,9,7,2,3,5,4,4,4,10,7,7,6,2,4,6,8,2,3,6,7,3,3,4,7,4,6,4,5,4,5,5,1,6,7,5,4,2,7,3,7,7,6,5,16,7,10,5,10,5,6,5,8,7,9,9,4,4,9,4,7,3,6,6,8,1,6,7,6,5,1,6,10,4,0,5,3,5,3,3,5,8,4,3,5,4,5,4,6,6,6,9,4,5,4,2,8,4,3,2,4,3,5,2,4,2,0,1,4,5,2,0,3,2,2,2,2,3,3,4,3,4,1,1,3,2,1,2,0,1,3,0,2,2,2,0,3,1,2,1,1,1,2,1,2,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,
10401,花蓮縣花蓮市,主學里,868,2428,1156,1272,6,14,7,4,15,12,11,12,15,9,15,14,23,16,16,16,22,23,16,19,23,18,16,18,20,23,18,23,22,18,11,22,12,9,17,11,27,12,16,14,7,21,13,9,15,12,11,12,17,12,22,8,18,23,20,13,9,15,12,21,19,22,20,14,18,24,24,17,13,22,10,32,13,33,18,24,18,25,18,22,13,17,22,23,16,16,15,21,19,19,22,15,18,18,13,16,18,17,15,19,13,16,16,21,16,10,13,19,6,17,9,12,21,13,8,14,19,17,12,20,13,13,21,13,20,14,18,22,19,13,5,15,6,11,14,11,7,6,6,10,8,10,8,3,8,12,6,8,4,7,6,10,2,9,4,9,5,5,4,5,1,3,6,3,3,3,3,6,1,3,0,2,3,4,0,3,0,3,3,4,2,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10401,花蓮縣花蓮市,主安里,1131,3163,1502,1661,12,8,18,9,13,11,19,15,16,17,22,16,27,21,23,20,25,24,18,12,14,30,23,23,23,15,12,17,38,31,19,17,21,15,28,25,22,19,28,23,25,34,24,30,15,29,18,14,15,23,18,19,14,16,13,14,12,17,24,18,26,29,24,25,22,29,24,32,24,31,26,30,21,33,18,28,23,27,30,22,24,30,26,28,18,17,26,23,23,25,11,26,27,28,17,31,16,14,15,20,17,15,16,19,19,20,21,20,18,27,22,26,19,19,22,23,21,31,17,24,12,26,17,23,26,25,17,26,17,20,13,19,8,17,12,12,6,13,10,9,10,18,9,8,14,10,15,9,9,9,6,6,10,5,8,6,4,15,8,5,3,5,3,4,2,5,7,4,5,3,3,10,2,0,2,2,6,4,1,1,1,3,0,2,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,
10401,花蓮縣花蓮市,主工里,284,791,379,412,5,4,4,3,2,1,2,4,2,4,5,4,9,5,6,7,5,8,7,4,6,11,5,6,11,6,4,7,11,6,4,7,6,3,4,2,7,1,2,2,6,5,3,8,4,4,3,4,5,2,4,4,0,7,4,7,4,3,8,7,9,6,6,6,9,10,7,13,10,4,4,10,4,10,5,5,6,7,8,10,6,6,5,5,5,4,4,7,2,0,9,5,5,6,1,4,7,5,4,5,3,4,2,8,2,6,6,3,4,5,4,6,3,5,4,6,8,8,10,4,5,5,4,3,7,8,3,7,3,6,4,2,4,1,5,2,3,5,3,1,0,0,2,1,2,5,1,3,2,1,2,2,0,4,1,1,4,2,1,2,2,1,0,5,1,3,2,1,0,1,0,2,1,3,0,1,2,0,0,0,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,
10401,花蓮縣花蓮市,主權里,2444,6658,3179,3479,23,28,31,16,34,26,34,28,20,22,28,30,35,21,36,30,43,28,37,37,52,36,52,39,58,43,56,41,51,52,52,44,40,46,44,45,55,53,46,39,46,35,43,47,47,52,54,47,46,41,37,44,46,42,41,47,41,44,53,32,50,56,54,47,56,57,50,53,51,62,53,54,46,54,50,58,52,84,42,70,35,49,47,70,44,65,52,73,53,61,48,67,42,46,55,54,57,62,41,50,41,52,37,49,32,44,51,54,40,54,36,56,54,56,44,56,33,55,39,58,40,51,48,43,23,59,35,38,34,51,29,25,28,32,21,27,20,19,16,22,19,22,17,23,13,26,17,15,23,25,13,20,21,21,12,15,8,11,8,7,8,7,8,8,7,7,4,9,5,4,7,4,4,3,5,1,5,6,5,4,2,1,2,4,2,1,1,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,
10401,花蓮縣花蓮市,主睦里,284,717,336,381,1,1,0,3,2,4,2,8,7,2,3,8,3,6,4,2,1,5,7,1,5,3,4,7,4,2,4,7,2,6,6,7,4,3,4,6,4,4,2,5,5,10,8,4,5,5,2,6,6,6,1,4,8,2,4,3,3,4,1,3,6,6,3,7,6,7,9,6,6,2,5,7,7,6,4,3,7,5,6,5,3,6,6,10,5,6,7,1,6,6,2,7,7,6,4,7,1,7,6,6,6,7,7,6,5,3,3,4,9,2,5,7,3,4,3,2,7,8,5,10,8,6,2,2,8,7,1,1,2,3,3,9,3,0,3,3,0,5,2,1,2,2,2,3,3,3,6,2,1,1,2,3,2,2,2,3,2,2,1,1,1,1,0,3,0,1,1,2,2,0,1,1,0,3,0,1,0,1,2,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,
