統計年月,區域別,村里,戶數,人口數,人口數-男,人口數-女,0歲-男,0歲-女,1歲-男,1歲-女,2歲-男,2歲-女,3歲-男,3歲-女,4歲-男,4歲-女,5歲-男,5歲-女,6歲-男,6歲-女,7歲-男,7歲-女,8歲-男,8歲-女,9歲-男,9歲-女,10歲-男,10歲-女,11歲-男,11歲-女,12歲-男,12歲-女,13歲-男,13歲-女,14歲-男,14歲-女,15歲-男,15歲-女,16歲-男,16歲-女,17歲-男,17歲-女,18歲-男,18歲-女,19歲-男,19歲-女,20歲-男,20歲-女,21歲-男,21歲-女,22歲-男,22歲-女,23歲-男,23歲-女,24歲-男,24歲-女,25歲-男,25歲-女,26歲-男,26歲-女,27歲-男,27歲-女,28歲-男,28歲-女,29歲-男,29歲-女,30歲-男,30歲-女,31歲-男,31歲-女,32歲-男,32歲-女,33歲-男,33歲-女,34歲-男,34歲-女,35歲-男,35歲-女,36歲-男,36歲-女,37歲-男,37歲-女,38歲-男,38歲-女,39歲-男,39歲-女,40歲-男,40歲-女,41歲-男,41歲-女,42歲-男,42歲-女,43歲-男,43歲-女,44歲-男,44歲-女,45歲-男,45歲-女,46歲-男,46歲-女,47歲-男,47歲-女,48歲-男,48歲-女,49歲-男,49歲-女,50歲-男,50歲-女,51歲-男,51歲-女,52歲-男,52歲-女,53歲-男,53歲-女,54歲-男,54歲-女,55歲-男,55歲-女,56歲-男,56歲-女,57歲-男,57歲-女,58歲-男,58歲-女,59歲-男,59歲-女,60歲-男,60歲-女,61歲-男,61歲-女,62歲-男,62歲-女,63歲-男,63歲-女,64歲-男,64歲-女,65歲-男,65歲-女,66歲-男,66歲-女,67歲-男,67歲-女,68歲-男,68歲-女,69歲-男,69歲-女,70歲-男,70歲-女,71歲-男,71歲-女,72歲-男,72歲-女,73歲-男,73歲-女,74歲-男,74歲-女,75歲-男,75歲-女,76歲-男,76歲-女,77歲-男,77歲-女,78歲-男,78歲-女,79歲-男,79歲-女,80歲-男,80歲-女,81歲-男,81歲-女,82歲-男,82歲-女,83歲-男,83歲-女,84歲-男,84歲-女,85歲-男,85歲-女,86歲-男,86歲-女,87歲-男,87歲-女,88歲-男,88歲-女,89歲-男,89歲-女,90歲-男,90歲-女,91歲-男,91歲-女,92歲-男,92歲-女,93歲-男,93歲-女,94歲-男,94歲-女,95歲-男,95歲-女,96歲-男,96歲-女,97歲-男,97歲-女,98歲-男,98歲-女,99歲-男,99歲-女,100歲以上-男,100歲以上-女,
10401,臺東縣臺東市,中山里,400,1093,539,554,8,5,7,8,7,14,15,15,13,11,10,13,12,11,5,6,6,7,7,5,7,5,7,4,6,4,3,6,5,4,7,8,0,2,8,5,6,7,3,3,5,5,10,4,8,3,3,2,7,5,4,1,5,8,8,6,6,4,2,9,12,4,8,5,9,9,10,12,7,7,6,10,7,8,5,11,7,13,6,11,7,6,10,10,11,4,5,7,4,8,10,5,7,5,5,11,9,5,5,7,3,5,4,6,5,8,9,6,16,4,6,4,7,12,13,6,5,6,7,10,10,7,4,6,9,7,6,6,8,12,5,7,4,5,8,5,4,4,3,7,4,5,2,2,3,3,6,2,3,4,3,7,2,4,3,4,3,4,3,6,3,3,2,3,2,6,0,2,3,3,2,3,2,3,0,4,2,0,0,1,2,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10401,臺東縣臺東市,中心里,1347,4181,2027,2154,16,22,19,19,23,16,16,21,18,15,21,17,27,22,33,38,34,31,39,42,39,44,51,55,67,45,52,31,55,42,33,39,34,26,38,33,35,28,26,36,39,37,40,20,27,25,27,25,26,20,30,25,27,28,20,25,18,18,15,21,19,27,22,27,26,28,26,35,24,21,23,37,20,36,30,38,31,37,25,31,17,28,18,36,20,32,29,38,22,21,32,22,35,29,30,38,27,31,18,32,36,40,22,31,33,31,39,25,34,31,31,31,22,29,23,17,24,29,22,22,24,24,24,32,17,32,21,24,16,15,11,21,12,20,19,19,13,12,8,10,7,14,17,15,8,13,13,8,7,10,6,14,5,12,10,10,5,9,5,8,7,7,4,6,12,3,5,6,1,10,4,4,4,4,3,3,2,2,4,2,2,1,1,0,2,3,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,
10401,臺東縣臺東市,中正里,387,936,461,475,0,0,2,2,3,2,2,1,2,3,2,1,0,2,0,1,2,0,1,2,2,0,0,1,2,3,3,4,2,1,6,3,4,2,3,5,6,2,7,5,4,5,9,9,7,5,6,7,5,6,1,7,6,8,6,2,4,5,9,6,15,6,8,8,8,7,10,9,9,6,7,7,6,5,5,9,6,9,7,3,7,4,8,3,5,5,5,11,9,6,7,9,4,9,8,8,5,6,5,3,8,6,4,8,3,7,7,16,10,9,8,3,14,7,4,9,10,14,5,5,8,9,11,7,7,13,12,11,9,11,9,3,8,9,6,6,4,2,3,2,5,4,3,9,6,5,3,5,3,3,0,6,6,4,6,8,3,4,5,9,6,5,2,2,1,2,3,2,0,3,0,2,3,2,1,2,1,2,1,2,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10401,臺東縣臺東市,中華里,737,1954,1002,952,11,5,6,7,9,11,7,5,7,11,8,4,6,4,9,6,6,6,4,5,12,10,7,4,4,5,5,6,11,8,6,11,7,8,21,12,16,11,16,19,11,15,7,6,23,15,15,17,11,10,13,14,7,20,18,10,21,16,15,12,17,9,13,16,16,13,16,18,21,14,18,10,15,12,17,16,26,10,7,9,15,13,19,18,16,14,26,12,15,14,17,14,11,18,18,13,20,13,21,20,16,17,8,19,17,12,17,17,11,14,18,12,16,9,19,15,13,12,12,17,15,22,13,13,21,12,11,18,6,11,4,14,9,12,7,11,8,8,6,10,5,8,6,10,3,9,11,9,9,8,6,7,6,2,2,5,5,7,7,6,4,1,5,7,1,3,6,3,3,4,3,3,2,4,1,2,0,3,1,3,2,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,
10401,臺東縣臺東市,仁愛里,333,821,426,395,4,2,4,3,4,2,2,2,0,0,2,5,1,3,4,1,1,0,3,3,1,2,0,0,3,3,1,2,5,1,1,3,1,6,3,4,7,7,5,3,6,5,6,6,3,8,8,8,5,9,5,6,11,9,5,7,5,4,7,8,14,5,14,6,3,5,4,8,9,4,8,2,5,6,5,4,9,5,5,5,6,7,8,3,3,1,7,9,7,2,6,4,5,1,8,9,6,4,5,6,10,5,6,11,9,4,10,4,6,7,8,7,7,12,11,5,16,11,4,10,6,3,13,4,6,9,5,4,7,7,6,6,4,8,3,7,3,5,1,2,3,1,6,1,4,2,3,1,0,3,4,4,2,7,1,2,1,3,0,2,3,4,2,1,1,0,0,2,1,3,0,0,0,1,2,3,0,1,0,2,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
10401,臺東縣臺東市,光明里,1323,3502,1630,1872,12,13,14,19,18,8,13,15,10,19,11,11,24,23,30,25,33,29,34,32,47,37,33,36,42,46,36,51,44,33,39,36,35,25,21,33,30,29,31,32,21,23,27,27,17,26,22,19,19,11,16,8,14,20,18,18,17,18,17,16,18,18,17,21,21,24,23,30,21,22,18,35,23,42,19,26,24,39,27,39,25,23,22,32,26,47,34,47,29,49,41,42,27,33,37,36,33,28,30,33,20,26,20,38,20,16,24,21,15,18,13,25,17,21,25,22,8,13,15,25,12,16,16,18,14,16,12,20,10,17,6,21,8,13,9,14,8,3,5,10,3,6,9,10,6,12,9,3,6,6,5,12,3,7,5,2,6,4,5,6,3,0,3,5,3,4,1,3,8,2,4,2,4,4,3,0,1,3,1,1,1,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
10401,臺東縣臺東市,卑南里,1198,3110,1567,1543,13,10,16,7,18,7,8,9,9,10,7,5,11,11,5,7,8,10,3,7,14,7,10,9,10,12,19,11,20,17,17,18,17,26,24,32,29,28,25,20,27,19,23,17,22,21,18,25,31,21,23,19,23,14,17,26,15,25,18,26,28,15,30,21,34,22,22,27,19,30,21,25,27,30,24,18,30,21,34,25,25,31,22,31,30,26,30,21,31,28,27,29,32,34,29,20,30,30,36,20,28,25,29,30,30,33,23,30,26,17,24,23,23,21,17,19,19,22,22,26,14,15,27,26,27,21,17,22,16,9,5,14,15,17,7,18,10,9,7,10,11,3,10,15,11,18,10,9,8,17,7,14,6,8,10,6,6,9,9,7,5,9,4,3,2,4,4,4,3,1,4,3,2,5,1,7,2,4,2,2,0,0,0,2,0,1,2,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,
10401,臺東縣臺東市,南榮里,1117,3141,1686,1455,13,13,9,9,16,20,11,6,7,7,12,12,11,2,11,13,10,9,14,9,10,9,15,8,19,15,16,16,26,14,22,19,18,22,26,33,25,24,29,22,32,18,21,26,19,23,27,25,29,13,29,13,23,23,18,19,25,17,16,18,31,17,19,18,27,17,28,22,18,31,27,16,29,20,25,33,22,28,29,26,22,26,25,27,30,24,28,27,28,27,19,29,34,23,28,20,32,18,27,23,37,25,31,25,30,22,26,26,15,14,20,23,28,17,21,15,20,22,15,19,16,26,13,18,18,26,21,19,13,17,13,28,8,10,16,6,7,11,12,13,8,6,7,10,8,8,10,12,11,3,5,11,6,8,3,7,4,4,5,5,7,9,4,9,9,2,10,6,9,4,9,5,14,2,11,5,11,1,11,2,13,2,5,1,9,0,5,0,9,1,3,0,0,0,1,0,5,0,0,1,7,0,
10401,臺東縣臺東市,南王里,1119,3065,1576,1489,12,13,10,10,10,11,11,8,7,11,9,5,16,4,6,9,10,8,15,8,10,5,12,8,15,16,13,16,24,13,29,19,24,22,22,26,30,23,23,18,32,13,24,24,35,25,24,23,26,26,22,20,28,21,22,7,24,26,24,17,25,29,20,21,28,20,28,15,22,17,20,23,25,25,33,16,17,18,28,28,14,21,13,25,25,14,23,20,17,25,30,24,32,19,27,22,31,28,26,35,31,30,30,28,20,27,22,24,22,23,30,38,25,21,23,20,25,23,18,36,13,25,13,14,11,22,30,23,18,20,23,19,13,8,9,16,12,13,4,10,7,7,12,9,8,11,5,13,7,14,12,9,11,14,3,11,4,6,7,7,7,10,8,7,3,2,5,8,6,4,8,0,4,1,6,3,2,3,0,2,2,1,1,1,0,0,0,2,1,1,0,3,0,0,0,0,0,0,2,0,0,0,
10401,臺東縣臺東市,四維里,285,726,387,339,4,1,6,2,3,3,5,1,4,2,5,1,1,3,1,5,2,2,2,1,1,1,3,3,2,2,2,5,9,3,3,6,6,3,2,3,4,8,5,4,4,6,7,5,5,3,6,1,7,9,7,2,8,7,6,7,4,7,5,6,6,4,2,2,3,2,7,3,4,6,9,5,5,7,7,5,5,0,6,5,2,5,8,5,11,7,3,4,6,9,6,7,6,3,9,7,6,3,8,7,9,5,9,7,12,6,7,8,10,2,4,3,7,5,5,3,7,6,2,3,5,0,3,1,4,6,4,7,3,5,4,5,2,1,6,5,3,3,1,7,5,4,4,2,0,4,4,5,2,4,1,1,1,6,2,4,1,4,3,2,1,1,0,0,0,0,1,0,1,1,3,1,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
